T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
418,"Lao People's Dem. Rep.",2015,"Gross enrollment ratio - Tertiary (male)",18.5143,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2015,"Gross enrollment ratio - Tertiary (female)",17.6843,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Students enrolled in primary education (thousands)",808.705,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollement ratio - Primary (male)",108.7308,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollment ratio - Primary (female)",105.1903,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Students enrolled in secondary education (thousands)",677.497,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollment ratio - Secondary (male)",70.1919,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollment ratio - Secondary (female)",65.4534,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Students enrolled in tertiary education (thousands)",111.411,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollment ratio - Tertiary (male)",15.3581,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
418,"Lao People's Dem. Rep.",2017,"Gross enrollment ratio - Tertiary (female)",16.1,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Students enrolled in primary education (thousands)",84.369,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollement ratio - Primary (male)",106.0629,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollment ratio - Primary (female)",103.5472,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Students enrolled in secondary education (thousands)",271.631,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollment ratio - Secondary (male)",102.9515,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollment ratio - Secondary (female)",102.4117,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Students enrolled in tertiary education (thousands)",130.706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollment ratio - Tertiary (male)",54.4265,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2005,"Gross enrollment ratio - Tertiary (female)",97.2924,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Students enrolled in primary education (thousands)",113.691,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollement ratio - Primary (male)",103.9329,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollment ratio - Primary (female)",101.9425,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Students enrolled in secondary education (thousands)",147.375,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollment ratio - Secondary (male)",103.4977,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollment ratio - Secondary (female)",102.115,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Students enrolled in tertiary education (thousands)",112.567,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollment ratio - Tertiary (male)",50.4342,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2010,"Gross enrollment ratio - Tertiary (female)",88.4325,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Students enrolled in primary education (thousands)",114.623,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollement ratio - Primary (male)",99.9032,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollment ratio - Primary (female)",99.7337,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Students enrolled in secondary education (thousands)",121.58,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollment ratio - Secondary (male)",115.1292,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollment ratio - Secondary (female)",112.1997,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Students enrolled in tertiary education (thousands)",89.671,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollment ratio - Tertiary (male)",58.6705,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2014,"Gross enrollment ratio - Tertiary (female)",83.7771,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Students enrolled in primary education (thousands)",117.303,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Gross enrollement ratio - Primary (male)",99.3578,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Gross enrollment ratio - Primary (female)",99.4308,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Students enrolled in secondary education (thousands)",117.761,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Gross enrollment ratio - Secondary (male)",113.4825,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Gross enrollment ratio - Secondary (female)",111.1742,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Students enrolled in tertiary education (thousands)",85.881,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
428,Latvia,2015,"Gross enrollment ratio - Tertiary (male)",58.4065,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
